"_time",host,source,sourcetype,EventCode,CommandLine,Image,ParentCommandLine
"2024-07-28T05:16:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files\Google\Chrome\Application\chrome.exe",
"2024-07-28T05:16:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files\Google\Chrome\Application\chrome.exe",
"2024-07-28T05:16:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=1 --renderer-client-id=15 --time-ticks-at-unix-epoch=-1721397880030054 --launch-time-ticks=745921561655 --field-trial-handle=5624,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=4828 /prefetch:1","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=1 --renderer-client-id=14 --time-ticks-at-unix-epoch=-1721397880030054 --launch-time-ticks=745921549362 --field-trial-handle=5804,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=5800 /prefetch:1","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files\Google\Chrome\Application\chrome.exe",
"2024-07-28T05:16:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=1 --renderer-client-id=13 --time-ticks-at-unix-epoch=-1721397880030054 --launch-time-ticks=745921076800 --field-trial-handle=5524,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=5660 /prefetch:1","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=1 --renderer-client-id=12 --time-ticks-at-unix-epoch=-1721397880030054 --launch-time-ticks=745921066245 --field-trial-handle=5492,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=5504 /prefetch:1","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:40.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --field-trial-handle=5344,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=5368 /prefetch:8","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:39.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files\Google\Chrome\Application\chrome.exe",
"2024-07-28T05:16:39.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc","C:\Windows\System32\svchost.exe","C:\Windows\system32\services.exe"
"2024-07-28T05:16:39.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=chrome.mojom.ProcessorMetrics --lang=en-US --service-sandbox-type=none --field-trial-handle=4952,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=5088 /prefetch:8","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:39.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding","C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p"
"2024-07-28T05:16:37.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files\Google\Chrome\Application\chrome.exe",
"2024-07-28T05:16:37.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files\Google\Chrome\Application\chrome.exe",
"2024-07-28T05:16:36.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --field-trial-handle=4912,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=5068 /prefetch:8","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:36.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --field-trial-handle=4948,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=4956 /prefetch:8","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:36.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\TSTheme.exe",
"2024-07-28T05:16:36.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=1 --renderer-client-id=7 --time-ticks-at-unix-epoch=-1721397880030054 --launch-time-ticks=745916557710 --field-trial-handle=4796,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=4792 /prefetch:1","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:35.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=1 --renderer-client-id=5 --time-ticks-at-unix-epoch=-1721397880030054 --launch-time-ticks=745915866918 --field-trial-handle=3244,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=3276 /prefetch:1","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:35.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=1 --renderer-client-id=6 --time-ticks-at-unix-epoch=-1721397880030054 --launch-time-ticks=745915861780 --field-trial-handle=3216,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=3236 /prefetch:1","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:35.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files\Google\Chrome\Application\126.0.6478.185\elevation_service.exe",
"2024-07-28T05:16:35.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\126.0.6478.185\elevation_service.exe""","C:\Program Files\Google\Chrome\Application\126.0.6478.185\elevation_service.exe","C:\Windows\system32\services.exe"
"2024-07-28T05:16:35.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --field-trial-handle=2300,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=2320 /prefetch:8","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:35.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --field-trial-handle=1848,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=2104 /prefetch:3","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:35.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=gpu-process --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --field-trial-handle=2068,i,3589494048422372194,13080122620604980689,262144 --variations-seed-version=20240718-180225.788000 --mojo-platform-channel-handle=2044 /prefetch:2","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:34.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\Administrator\AppData\Local\Google\Chrome\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\Administrator\AppData\Local\Google\Chrome\User Data\Crashpad"" --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=Win64 --annotation=prod=Chrome --annotation=ver=126.0.6478.185 --initial-client-data=0x124,0x128,0x12c,0x100,0x130,0x7ffd760c1c70,0x7ffd760c1c7c,0x7ffd760c1c88","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"""
"2024-07-28T05:16:34.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files\Google\Chrome\Application\chrome.exe""","C:\Program Files\Google\Chrome\Application\chrome.exe","C:\Windows\Explorer.EXE"
"2024-07-28T05:16:34.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\svchost.exe -k netsvcs -p -s wlidsvc","C:\Windows\System32\svchost.exe","C:\Windows\system32\services.exe"
"2024-07-28T05:16:34.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\System32\smartscreen.exe -Embedding","C:\Windows\System32\smartscreen.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p"
"2024-07-28T05:16:32.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\taskhostw.exe",
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\AtBroker.exe",
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\sethc.exe",
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\LogonUI.exe",
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files\Common Files\microsoft shared\ink\TabTip.exe",
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"atbroker.exe","C:\Windows\System32\AtBroker.exe","winlogon.exe"
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"taskhostw.exe KEYROAMING","C:\Windows\System32\taskhostw.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule"
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\AtBroker.exe",
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Windows\System32\Sethc.exe"" /AccessibilitySoundAgent","C:\Windows\System32\sethc.exe","atbroker.exe"
"2024-07-28T05:16:31.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"/QuitInfo:0000000000000298;00000000000002D0;","C:\Program Files\Common Files\microsoft shared\ink\TabTip.exe","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TabletInputService"
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\svchost.exe -k wsappx -p -s AppXSvc","C:\Windows\System32\svchost.exe","C:\Windows\system32\services.exe"
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\rdpclip.exe",
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""LogonUI.exe"" /flags:0x0 /state0:0xa8a5d855 /state1:0x41c64e6d","C:\Windows\System32\LogonUI.exe","winlogon.exe"
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"atbroker.exe","C:\Windows\System32\AtBroker.exe","winlogon.exe"
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,rdpclip,"C:\Windows\System32\rdpclip.exe","C:\Windows\System32\svchost.exe -k termsvcs -s TermService"
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Windows\System32\WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-0bb1f7d4-a6e9-4cf4-bc59-2678e9ec1bcc -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-f310a902-db44-49c9-a391-fd1919d08d24 -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-9febc923-fded-44c3-984d-b0fa53155c87 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-766811dd-3f2f-4ca1-a2cd-492ec0346ddc -LifetimeId:b7bd68be-9893-4cec-bab0-02e7b63c9f85 -DeviceGroupId: -HostArg:0","C:\Windows\System32\WUDFHost.exe","C:\Windows\system32\services.exe"
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\svchost.exe -k netsvcs -p -s DsmSvc","C:\Windows\System32\svchost.exe","C:\Windows\system32\services.exe"
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\LogonUI.exe",
"2024-07-28T05:16:30.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\TSTheme.exe -Embedding","C:\Windows\System32\TSTheme.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p"
"2024-07-28T05:11:56.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\MoUsoCoreWorker.exe",
"2024-07-28T05:10:54.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\System32\mousocoreworker.exe -Embedding","C:\Windows\System32\MoUsoCoreWorker.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p"
"2024-07-28T05:09:54.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\svchost.exe",
"2024-07-28T05:06:53.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\System32\svchost.exe -k netsvcs -p -s NetSetupSvc","C:\Windows\System32\svchost.exe","C:\Windows\system32\services.exe"
"2024-07-28T05:00:56.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\svchost.exe",
"2024-07-28T04:59:03.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\conhost.exe",
"2024-07-28T04:59:03.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24060.7-0\MpCmdRun.exe",
"2024-07-28T04:58:56.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\System32\svchost.exe -k netsvcs -p -s BITS","C:\Windows\System32\svchost.exe","C:\Windows\system32\services.exe"
"2024-07-28T04:56:45.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","C:\Windows\System32\conhost.exe","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24060.7-0\MpCmdRun.exe"" Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob"
"2024-07-28T04:56:45.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24060.7-0\MpCmdRun.exe"" Scan -ScheduleJob -ScanTrigger 55 -IdleScheduledJob","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24060.7-0\MpCmdRun.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule"
"2024-07-28T04:55:50.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\conhost.exe",
"2024-07-28T04:55:50.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\CompatTelRunner.exe",
"2024-07-28T04:55:50.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\CompatTelRunner.exe",
"2024-07-28T04:55:50.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\CompatTelRunner.exe -m:pcasvc.dll -f:QueryEncapsulationSettings -cv:eScRQUxJYkiowoDU.5","C:\Windows\System32\CompatTelRunner.exe","""C:\Windows\system32\compattelrunner.exe"""
"2024-07-28T04:55:50.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","C:\Windows\System32\conhost.exe","""C:\Windows\system32\compattelrunner.exe"""
"2024-07-28T04:55:50.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Windows\system32\compattelrunner.exe""","C:\Windows\System32\CompatTelRunner.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule"
"2024-07-28T04:47:36.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\MoUsoCoreWorker.exe",
"2024-07-28T04:46:34.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\UsoClient.exe",
"2024-07-28T04:46:34.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\System32\mousocoreworker.exe -Embedding","C:\Windows\System32\MoUsoCoreWorker.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p"
"2024-07-28T04:46:34.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Windows\system32\usoclient.exe"" StartScan","C:\Windows\System32\UsoClient.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule"
"2024-07-28T04:25:22.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\wbem\WmiPrvSE.exe",
"2024-07-28T04:23:52.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding","C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p"
"2024-07-28T04:23:19.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\sppsvc.exe",
"2024-07-28T04:22:49.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\taskhostw.exe",
"2024-07-28T04:22:48.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\system32\sppsvc.exe","C:\Windows\System32\sppsvc.exe","C:\Windows\system32\services.exe"
"2024-07-28T04:22:48.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"taskhostw.exe","C:\Windows\System32\taskhostw.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule"
"2024-07-28T04:18:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe",
"2024-07-28T04:18:41.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule"
"2024-07-28T04:11:56.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\MoUsoCoreWorker.exe",
"2024-07-28T04:10:54.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\System32\mousocoreworker.exe -Embedding","C:\Windows\System32\MoUsoCoreWorker.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p"
"2024-07-28T04:09:54.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\svchost.exe",
"2024-07-28T04:06:53.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",1,"C:\Windows\System32\svchost.exe -k netsvcs -p -s NetSetupSvc","C:\Windows\System32\svchost.exe","C:\Windows\system32\services.exe"
"2024-07-28T04:06:28.000+00:00","EC2AMAZ-HVTQL23","WinEventLog:Microsoft-Windows-Sysmon/Operational","WinEventLog:SysMon",5,,"C:\Windows\System32\wermgr.exe",
